employee_id,cost_center,punch_in_time,punch_out_time,punch_apply_date,hours_worked,paycode
5012329,18048,,,2021-05-12,8.0,ABSENT
5014147,11151,,,2021-05-12,8.0,ABSENT
507800,51100,,,2021-05-12,5.0,ON_CALL
507800,51100,2021-05-12 14:18:00,2021-05-12 17:18:00,2021-05-12,3.0,WRK
1377208,53410,,,2021-05-13,5.0,ON_CALL
1377208,53410,2021-05-13 6:13:00,2021-05-13 9:13:00,2021-05-13,3.0,WRK
1672200,11151,,,2021-05-13,5.0,ON_CALL
1672200,11151,2021-05-13 14:14:00,2021-05-13 17:14:00,2021-05-13,3.0,WRK
1977006,54013,2021-05-13 14:17:00,2021-05-13 18:05:00,2021-05-13,3.8,WRK
1977006,54013,,,2021-05-13,0.8,BREAK
1977006,54013,2021-05-13 18:54:00,2021-05-13 22:17:00,2021-05-13,3.4,WRK
3974506,31288,,,2021-05-13,1.0,CHARGE
3974506,31288,2021-05-13 6:00:00,2021-05-13 10:46:00,2021-05-13,4.8,WRK
3974506,31288,,,2021-05-13,0.5,BREAK
3974506,31288,2021-05-13 11:18:00,2021-05-13 14:00:00,2021-05-13,2.7,WRK
4019778,54013,,,2021-05-13,3.0,CHARGE
4019778,54013,2021-05-13 6:00:00,2021-05-13 8:44:00,2021-05-13,2.7,WRK
4019778,54013,,,2021-05-13,0.7,BREAK
4019778,54013,2021-05-13 9:27:00,2021-05-13 14:00:00,2021-05-13,4.5,WRK
5001188,54013,,,2021-05-13,8.0,ABSENT
5009770,51100,,,2021-05-13,1.0,CHARGE
5009770,51100,2021-05-13 6:04:00,2021-05-13 8:42:00,2021-05-13,2.6,WRK
5009770,51100,,,2021-05-13,0.8,BREAK
5009770,51100,2021-05-13 9:29:00,2021-05-13 14:04:00,2021-05-13,4.6,WRK
5010831,55050,,,2021-05-13,8.0,ABSENT
5010836,55050,2021-05-13 6:12:00,2021-05-13 9:45:00,2021-05-13,3.6,WRK
5010836,55050,,,2021-05-13,0.6,BREAK
5010836,55050,2021-05-13 10:21:00,2021-05-13 14:12:00,2021-05-13,3.9,WRK
5011015,55050,,,2021-05-13,5.0,ON_CALL
5011015,55050,2021-05-13 6:13:00,2021-05-13 9:13:00,2021-05-13,3.0,WRK
5011060,55050,,,2021-05-13,6.0,ON_CALL
5011060,55050,2021-05-13 6:00:00,2021-05-13 8:00:00,2021-05-13,2.0,WRK
5011105,11151,,,2021-05-13,8.0,ABSENT
5011110,31288,,,2021-05-13,2.0,CHARGE
5011110,31288,2021-05-13 6:20:00,2021-05-13 11:57:00,2021-05-13,5.6,WRK
5011110,31288,,,2021-05-13,0.6,BREAK
5011110,31288,2021-05-13 12:35:00,2021-05-13 14:20:00,2021-05-13,1.8,WRK
5011147,51120,,,2021-05-13,8.0,ABSENT
5011401,55050,2021-05-13 14:04:00,2021-05-13 18:48:00,2021-05-13,4.7,WRK
5011401,55050,,,2021-05-13,0.6,BREAK
5011401,55050,2021-05-13 19:25:00,2021-05-13 22:04:00,2021-05-13,2.6,WRK
5011499,31288,,,2021-05-13,8.0,ABSENT
5011633,53410,,,2021-05-13,5.0,ON_CALL
5011633,53410,2021-05-13 6:13:00,2021-05-13 9:13:00,2021-05-13,3.0,WRK
5012159,51120,,,2021-05-13,8.0,ABSENT
5012163,31288,,,2021-05-13,7.0,ON_CALL
5012163,31288,2021-05-13 6:19:00,2021-05-13 7:19:00,2021-05-13,1.0,WRK
5012165,31288,,,2021-05-13,8.0,ABSENT
5012319,31288,,,2021-05-13,8.0,ABSENT
5012329,18048,,,2021-05-13,7.0,ON_CALL
5012329,18048,2021-05-13 14:00:00,2021-05-13 15:00:00,2021-05-13,1.0,WRK
5014147,11151,,,2021-05-13,8.0,ABSENT
507800,51100,,,2021-05-13,5.0,ON_CALL
507800,51100,2021-05-13 6:11:00,2021-05-13 9:11:00,2021-05-13,3.0,WRK
1672200,11151,,,2021-05-14,8.0,ABSENT
1977006,54013,2021-05-14 14:15:00,2021-05-14 17:53:00,2021-05-14,3.6,WRK
1977006,54013,,,2021-05-14,0.6,BREAK
1977006,54013,2021-05-14 18:29:00,2021-05-14 22:15:00,2021-05-14,3.8,WRK
3974506,31288,,,2021-05-14,6.0,ON_CALL
3974506,31288,2021-05-14 14:09:00,2021-05-14 16:09:00,2021-05-14,2.0,WRK
4019778,54013,,,2021-05-14,1.0,CHARGE
4019778,54013,2021-05-14 14:11:00,2021-05-14 19:57:00,2021-05-14,5.8,WRK
4019778,54013,,,2021-05-14,0.6,BREAK
4019778,54013,2021-05-14 20:31:00,2021-05-14 22:11:00,2021-05-14,1.7,WRK
4024378,55050,,,2021-05-14,3.0,CHARGE
4024378,55050,2021-05-14 6:15:00,2021-05-14 12:01:00,2021-05-14,5.8,WRK
4024378,55050,,,2021-05-14,0.8,BREAK
4024378,55050,2021-05-14 12:49:00,2021-05-14 14:15:00,2021-05-14,1.4,WRK
5001188,54013,2021-05-14 6:19:00,2021-05-14 10:55:00,2021-05-14,4.6,WRK
5001188,54013,,,2021-05-14,0.9,BREAK
5001188,54013,2021-05-14 11:49:00,2021-05-14 14:19:00,2021-05-14,2.5,WRK
5001252,53410,,,2021-05-14,8.0,ABSENT
5005963,51120,,,2021-05-14,6.0,ON_CALL
5005963,51120,2021-05-14 6:14:00,2021-05-14 8:14:00,2021-05-14,2.0,WRK
5009770,51100,,,2021-05-14,8.0,ABSENT
5010823,53410,,,2021-05-14,5.0,ON_CALL
5010823,53410,2021-05-14 6:02:00,2021-05-14 9:02:00,2021-05-14,3.0,WRK
5010831,55050,,,2021-05-14,8.0,ABSENT
5010836,55050,,,2021-05-14,5.0,ON_CALL
5010836,55050,2021-05-14 14:08:00,2021-05-14 17:08:00,2021-05-14,3.0,WRK
5011018,51100,,,2021-05-14,8.0,ABSENT
5011060,55050,,,2021-05-14,7.0,ON_CALL
5011060,55050,2021-05-14 14:08:00,2021-05-14 15:08:00,2021-05-14,1.0,WRK
5011105,11151,,,2021-05-14,2.0,CHARGE
5011105,11151,2021-05-14 6:10:00,2021-05-14 8:54:00,2021-05-14,2.7,WRK
5011105,11151,,,2021-05-14,0.8,BREAK
5011105,11151,2021-05-14 9:40:00,2021-05-14 14:10:00,2021-05-14,4.5,WRK
5011110,31288,,,2021-05-14,3.0,CHARGE
5011110,31288,2021-05-14 14:16:00,2021-05-14 16:56:00,2021-05-14,2.7,WRK
5011110,31288,,,2021-05-14,0.8,BREAK
5011110,31288,2021-05-14 17:44:00,2021-05-14 22:16:00,2021-05-14,4.5,WRK
5011147,51120,,,2021-05-14,6.0,ON_CALL
5011147,51120,2021-05-14 6:16:00,2021-05-14 8:16:00,2021-05-14,2.0,WRK
5011401,55050,,,2021-05-14,8.0,ABSENT
5011633,53410,,,2021-05-14,6.0,ON_CALL
5011633,53410,2021-05-14 6:12:00,2021-05-14 8:12:00,2021-05-14,2.0,WRK
5012163,31288,,,2021-05-14,8.0,ON_CALL
5012165,31288,2021-05-14 14:08:00,2021-05-14 19:51:00,2021-05-14,5.7,WRK
5012165,31288,,,2021-05-14,0.7,BREAK
5012165,31288,2021-05-14 20:35:00,2021-05-14 22:08:00,2021-05-14,1.6,WRK
5012319,31288,,,2021-05-14,8.0,ABSENT
5012329,18048,,,2021-05-14,7.0,ON_CALL
5012329,18048,2021-05-14 6:08:00,2021-05-14 7:08:00,2021-05-14,1.0,WRK
507800,51100,,,2021-05-14,8.0,ABSENT
1672200,11151,2021-05-15 6:02:00,2021-05-15 10:51:00,2021-05-15,4.8,WRK
1672200,11151,,,2021-05-15,0.7,BREAK
1672200,11151,2021-05-15 11:34:00,2021-05-15 14:02:00,2021-05-15,2.5,WRK
1977006,54013,,,2021-05-15,8.0,ABSENT
3974506,31288,,,2021-05-15,8.0,ABSENT
4019778,54013,,,2021-05-15,8.0,ABSENT
4024378,55050,,,2021-05-15,8.0,ABSENT
5001252,53410,,,2021-05-15,8.0,ABSENT
5005963,51120,,,2021-05-15,8.0,ABSENT
5009770,51100,,,2021-05-15,8.0,ABSENT
5010823,53410,,,2021-05-15,8.0,ABSENT
5010831,55050,,,2021-05-15,8.0,ABSENT
5011015,55050,,,2021-05-15,8.0,ABSENT
5011018,51100,,,2021-05-15,7.0,ON_CALL
5011018,51100,2021-05-15 6:17:00,2021-05-15 7:17:00,2021-05-15,1.0,WRK
5011060,55050,,,2021-05-15,8.0,ABSENT
5011105,11151,,,2021-05-15,8.0,ABSENT
5011147,51120,,,2021-05-15,8.0,ABSENT
5011401,55050,,,2021-05-15,8.0,ABSENT
5011499,31288,,,2021-05-15,6.0,ON_CALL
5011499,31288,2021-05-15 6:20:00,2021-05-15 8:20:00,2021-05-15,2.0,WRK
5011633,53410,,,2021-05-15,5.0,ON_CALL
5011633,53410,2021-05-15 6:16:00,2021-05-15 9:16:00,2021-05-15,3.0,WRK
5012163,31288,2021-05-15 14:09:00,2021-05-15 16:44:00,2021-05-15,2.6,WRK
5012163,31288,,,2021-05-15,0.7,BREAK
5012163,31288,2021-05-15 17:25:00,2021-05-15 22:09:00,2021-05-15,4.7,WRK
5012165,31288,,,2021-05-15,6.0,ON_CALL
5012165,31288,2021-05-15 6:10:00,2021-05-15 8:10:00,2021-05-15,2.0,WRK
5012319,31288,,,2021-05-15,2.0,CHARGE
5012319,31288,2021-05-15 6:20:00,2021-05-15 10:06:00,2021-05-15,3.8,WRK
5012319,31288,,,2021-05-15,0.5,BREAK
5012319,31288,2021-05-15 10:38:00,2021-05-15 14:20:00,2021-05-15,3.7,WRK
5012329,18048,,,2021-05-15,1.0,CHARGE
5012329,18048,2021-05-15 14:18:00,2021-05-15 17:00:00,2021-05-15,2.7,WRK
5012329,18048,,,2021-05-15,0.8,BREAK
5012329,18048,2021-05-15 17:46:00,2021-05-15 22:18:00,2021-05-15,4.5,WRK
5014147,11151,2021-05-15 14:07:00,2021-05-15 16:44:00,2021-05-15,2.6,WRK
5014147,11151,,,2021-05-15,0.7,BREAK
5014147,11151,2021-05-15 17:25:00,2021-05-15 22:07:00,2021-05-15,4.7,WRK
507800,51100,,,2021-05-15,8.0,ABSENT
1377208,53410,,,2021-05-16,8.0,ABSENT
1672200,11151,,,2021-05-16,8.0,ABSENT
1977006,54013,,,2021-05-16,8.0,ABSENT
3974506,31288,,,2021-05-16,8.0,ABSENT
4019778,54013,2021-05-16 14:15:00,2021-05-16 19:49:00,2021-05-16,5.6,WRK
4019778,54013,,,2021-05-16,0.7,BREAK
4019778,54013,2021-05-16 20:31:00,2021-05-16 22:15:00,2021-05-16,1.7,WRK
4024378,55050,,,2021-05-16,3.0,CHARGE
4024378,55050,2021-05-16 6:12:00,2021-05-16 8:46:00,2021-05-16,2.6,WRK
4024378,55050,,,2021-05-16,0.6,BREAK
4024378,55050,2021-05-16 9:23:00,2021-05-16 14:12:00,2021-05-16,4.8,WRK
5001188,54013,,,2021-05-16,8.0,ABSENT
5001252,53410,,,2021-05-16,8.0,ABSENT
5005963,51120,,,2021-05-16,8.0,ABSENT
5009770,51100,,,2021-05-16,6.0,ON_CALL
5009770,51100,2021-05-16 6:03:00,2021-05-16 8:03:00,2021-05-16,2.0,WRK
5010823,53410,,,2021-05-16,8.0,ON_CALL
5010831,55050,,,2021-05-16,8.0,ABSENT
5010836,55050,,,2021-05-16,8.0,ABSENT
5011015,55050,,,2021-05-16,3.0,CHARGE
5011015,55050,2021-05-16 14:12:00,2021-05-16 17:51:00,2021-05-16,3.7,WRK
5011015,55050,,,2021-05-16,0.8,BREAK
5011015,55050,2021-05-16 18:36:00,2021-05-16 22:12:00,2021-05-16,3.6,WRK
5011018,51100,,,2021-05-16,1.0,CHARGE
5011018,51100,2021-05-16 6:16:00,2021-05-16 11:58:00,2021-05-16,5.7,WRK
5011018,51100,,,2021-05-16,0.9,BREAK
5011018,51100,2021-05-16 12:55:00,2021-05-16 14:16:00,2021-05-16,1.4,WRK
5011105,11151,,,2021-05-16,1.0,CHARGE
5011105,11151,2021-05-16 14:05:00,2021-05-16 19:55:00,2021-05-16,5.8,WRK
5011105,11151,,,2021-05-16,0.6,BREAK
5011105,11151,2021-05-16 20:32:00,2021-05-16 22:05:00,2021-05-16,1.6,WRK
5011110,31288,,,2021-05-16,8.0,ABSENT
5011147,51120,,,2021-05-16,1.0,CHARGE
5011147,51120,2021-05-16 6:17:00,2021-05-16 9:54:00,2021-05-16,3.6,WRK
5011147,51120,,,2021-05-16,0.6,BREAK
5011147,51120,2021-05-16 10:30:00,2021-05-16 14:17:00,2021-05-16,3.8,WRK
5011401,55050,,,2021-05-16,8.0,ABSENT
5011499,31288,,,2021-05-16,7.0,ON_CALL
5011499,31288,2021-05-16 6:12:00,2021-05-16 7:12:00,2021-05-16,1.0,WRK
5012163,31288,2021-05-16 14:19:00,2021-05-16 18:50:00,2021-05-16,4.5,WRK
5012163,31288,,,2021-05-16,0.6,BREAK
5012163,31288,2021-05-16 19:28:00,2021-05-16 22:19:00,2021-05-16,2.9,WRK
5012319,31288,,,2021-05-16,1.0,CHARGE
5012319,31288,2021-05-16 6:01:00,2021-05-16 10:47:00,2021-05-16,4.8,WRK
5012319,31288,,,2021-05-16,0.7,BREAK
5012319,31288,2021-05-16 11:26:00,2021-05-16 14:01:00,2021-05-16,2.6,WRK
5012329,18048,,,2021-05-16,8.0,ABSENT
5014147,11151,,,2021-05-16,8.0,ABSENT
1377208,53410,,,2021-05-17,2.0,CHARGE
1377208,53410,2021-05-17 6:04:00,2021-05-17 11:52:00,2021-05-17,5.8,WRK
1377208,53410,,,2021-05-17,0.7,BREAK
1377208,53410,2021-05-17 12:32:00,2021-05-17 14:04:00,2021-05-17,1.5,WRK
1672200,11151,,,2021-05-17,1.0,CHARGE
1672200,11151,2021-05-17 14:05:00,2021-05-17 16:41:00,2021-05-17,2.6,WRK
1672200,11151,,,2021-05-17,0.6,BREAK
1672200,11151,2021-05-17 17:17:00,2021-05-17 22:05:00,2021-05-17,4.8,WRK
1977006,54013,,,2021-05-17,1.0,CHARGE
1977006,54013,2021-05-17 14:17:00,2021-05-17 19:50:00,2021-05-17,5.6,WRK
1977006,54013,,,2021-05-17,0.7,BREAK
1977006,54013,2021-05-17 20:34:00,2021-05-17 22:17:00,2021-05-17,1.7,WRK
3974506,31288,2021-05-17 14:12:00,2021-05-17 18:52:00,2021-05-17,4.7,WRK
3974506,31288,,,2021-05-17,0.8,BREAK
3974506,31288,2021-05-17 19:38:00,2021-05-17 22:12:00,2021-05-17,2.6,WRK
4019778,54013,,,2021-05-17,8.0,ABSENT
5001252,53410,,,2021-05-17,1.0,CHARGE
5001252,53410,2021-05-17 14:09:00,2021-05-17 17:52:00,2021-05-17,3.7,WRK
5001252,53410,,,2021-05-17,0.9,BREAK
5001252,53410,2021-05-17 18:44:00,2021-05-17 22:09:00,2021-05-17,3.4,WRK
5009770,51100,,,2021-05-17,2.0,CHARGE
5009770,51100,2021-05-17 14:15:00,2021-05-17 19:58:00,2021-05-17,5.7,WRK
5009770,51100,,,2021-05-17,0.6,BREAK
5009770,51100,2021-05-17 20:32:00,2021-05-17 22:15:00,2021-05-17,1.7,WRK
5010823,53410,,,2021-05-17,8.0,ABSENT
5010831,55050,2021-05-17 14:10:00,2021-05-17 17:57:00,2021-05-17,3.8,WRK
5010831,55050,,,2021-05-17,0.6,BREAK
5010831,55050,2021-05-17 18:33:00,2021-05-17 22:10:00,2021-05-17,3.6,WRK
5010836,55050,,,2021-05-17,7.0,ON_CALL
5010836,55050,2021-05-17 6:10:00,2021-05-17 7:10:00,2021-05-17,1.0,WRK
5011015,55050,,,2021-05-17,1.0,CHARGE
5011015,55050,2021-05-17 6:01:00,2021-05-17 11:36:00,2021-05-17,5.6,WRK
5011015,55050,,,2021-05-17,0.5,BREAK
5011015,55050,2021-05-17 12:08:00,2021-05-17 14:01:00,2021-05-17,1.9,WRK
5011018,51100,,,2021-05-17,5.0,ON_CALL
5011018,51100,2021-05-17 6:05:00,2021-05-17 9:05:00,2021-05-17,3.0,WRK
5011060,55050,,,2021-05-17,5.0,ON_CALL
5011060,55050,2021-05-17 14:05:00,2021-05-17 17:05:00,2021-05-17,3.0,WRK
5011110,31288,2021-05-17 14:17:00,2021-05-17 16:49:00,2021-05-17,2.5,WRK
5011110,31288,,,2021-05-17,0.6,BREAK
5011110,31288,2021-05-17 17:26:00,2021-05-17 22:17:00,2021-05-17,4.8,WRK
5011147,51120,,,2021-05-17,8.0,ABSENT
5011499,31288,,,2021-05-17,8.0,ABSENT
5011633,53410,,,2021-05-17,8.0,ABSENT
5012159,51120,,,2021-05-17,8.0,ON_CALL
5012163,31288,2021-05-17 6:02:00,2021-05-17 10:32:00,2021-05-17,4.5,WRK
5012163,31288,,,2021-05-17,0.6,BREAK
5012163,31288,2021-05-17 11:08:00,2021-05-17 14:02:00,2021-05-17,2.9,WRK
5012165,31288,,,2021-05-17,6.0,ON_CALL
5012165,31288,2021-05-17 6:08:00,2021-05-17 8:08:00,2021-05-17,2.0,WRK
5012319,31288,,,2021-05-17,2.0,CHARGE
5012319,31288,2021-05-17 14:07:00,2021-05-17 16:44:00,2021-05-17,2.6,WRK
5012319,31288,,,2021-05-17,0.9,BREAK
5012319,31288,2021-05-17 17:37:00,2021-05-17 22:07:00,2021-05-17,4.5,WRK
5012329,18048,2021-05-17 6:06:00,2021-05-17 8:40:00,2021-05-17,2.6,WRK
5012329,18048,,,2021-05-17,0.5,BREAK
5012329,18048,2021-05-17 9:10:00,2021-05-17 14:06:00,2021-05-17,4.9,WRK
5014147,11151,,,2021-05-17,3.0,CHARGE
5014147,11151,2021-05-17 14:04:00,2021-05-17 18:53:00,2021-05-17,4.8,WRK
5014147,11151,,,2021-05-17,0.7,BREAK
5014147,11151,2021-05-17 19:35:00,2021-05-17 22:04:00,2021-05-17,2.5,WRK
507800,51100,,,2021-05-17,8.0,ABSENT
1377208,53410,,,2021-05-18,6.0,ON_CALL
1377208,53410,2021-05-18 6:18:00,2021-05-18 8:18:00,2021-05-18,2.0,WRK
1672200,11151,,,2021-05-18,8.0,ABSENT
1977006,54013,,,2021-05-18,8.0,ABSENT
4019778,54013,,,2021-05-18,5.0,ON_CALL
4019778,54013,2021-05-18 14:12:00,2021-05-18 17:12:00,2021-05-18,3.0,WRK
4024378,55050,,,2021-05-18,2.0,CHARGE
4024378,55050,2021-05-18 14:13:00,2021-05-18 16:55:00,2021-05-18,2.7,WRK
4024378,55050,,,2021-05-18,0.8,BREAK
4024378,55050,2021-05-18 17:45:00,2021-05-18 22:13:00,2021-05-18,4.5,WRK
5005963,51120,,,2021-05-18,5.0,ON_CALL
5005963,51120,2021-05-18 14:19:00,2021-05-18 17:19:00,2021-05-18,3.0,WRK
5009770,51100,,,2021-05-18,6.0,ON_CALL
5009770,51100,2021-05-18 14:16:00,2021-05-18 16:16:00,2021-05-18,2.0,WRK
5010823,53410,,,2021-05-18,8.0,ON_CALL
5010831,55050,2021-05-18 6:07:00,2021-05-18 9:52:00,2021-05-18,3.8,WRK
5010831,55050,,,2021-05-18,1.0,BREAK
5010831,55050,2021-05-18 10:50:00,2021-05-18 14:07:00,2021-05-18,3.3,WRK
5010836,55050,2021-05-18 14:16:00,2021-05-18 18:48:00,2021-05-18,4.5,WRK
5010836,55050,,,2021-05-18,0.6,BREAK
5010836,55050,2021-05-18 19:21:00,2021-05-18 22:16:00,2021-05-18,2.9,WRK
5011015,55050,,,2021-05-18,8.0,ABSENT
5011018,51100,2021-05-18 14:13:00,2021-05-18 19:00:00,2021-05-18,4.8,WRK
5011018,51100,,,2021-05-18,0.8,BREAK
5011018,51100,2021-05-18 19:50:00,2021-05-18 22:13:00,2021-05-18,2.4,WRK
5011060,55050,,,2021-05-18,6.0,ON_CALL
5011060,55050,2021-05-18 6:03:00,2021-05-18 8:03:00,2021-05-18,2.0,WRK
5011105,11151,2021-05-18 14:20:00,2021-05-18 18:04:00,2021-05-18,3.7,WRK
5011105,11151,,,2021-05-18,0.9,BREAK
5011105,11151,2021-05-18 18:59:00,2021-05-18 22:20:00,2021-05-18,3.4,WRK
5011110,31288,,,2021-05-18,8.0,ABSENT
5011147,51120,,,2021-05-18,8.0,ABSENT
5011401,55050,,,2021-05-18,6.0,ON_CALL
5011401,55050,2021-05-18 14:15:00,2021-05-18 16:15:00,2021-05-18,2.0,WRK
5011499,31288,2021-05-18 6:09:00,2021-05-18 10:58:00,2021-05-18,4.8,WRK
5011499,31288,,,2021-05-18,1.0,BREAK
5011499,31288,2021-05-18 11:57:00,2021-05-18 14:09:00,2021-05-18,2.2,WRK
5011633,53410,2021-05-18 6:00:00,2021-05-18 8:44:00,2021-05-18,2.7,WRK
5011633,53410,,,2021-05-18,0.6,BREAK
5011633,53410,2021-05-18 9:20:00,2021-05-18 14:00:00,2021-05-18,4.7,WRK
5012163,31288,,,2021-05-18,8.0,ABSENT
5012165,31288,,,2021-05-18,3.0,CHARGE
5012165,31288,2021-05-18 6:19:00,2021-05-18 11:53:00,2021-05-18,5.6,WRK
5012165,31288,,,2021-05-18,0.5,BREAK
5012165,31288,2021-05-18 12:23:00,2021-05-18 14:19:00,2021-05-18,1.9,WRK
5012319,31288,2021-05-18 6:11:00,2021-05-18 10:53:00,2021-05-18,4.7,WRK
5012319,31288,,,2021-05-18,0.8,BREAK
5012319,31288,2021-05-18 11:39:00,2021-05-18 14:11:00,2021-05-18,2.5,WRK
5012329,18048,2021-05-18 6:16:00,2021-05-18 11:55:00,2021-05-18,5.7,WRK
5012329,18048,,,2021-05-18,0.9,BREAK
5012329,18048,2021-05-18 12:50:00,2021-05-18 14:16:00,2021-05-18,1.4,WRK
507800,51100,,,2021-05-18,6.0,ON_CALL
507800,51100,2021-05-18 14:10:00,2021-05-18 16:10:00,2021-05-18,2.0,WRK
1377208,53410,2021-05-19 14:18:00,2021-05-19 19:00:00,2021-05-19,4.7,WRK
1377208,53410,,,2021-05-19,0.9,BREAK
1377208,53410,2021-05-19 19:52:00,2021-05-19 22:18:00,2021-05-19,2.4,WRK
1672200,11151,,,2021-05-19,8.0,ON_CALL
3974506,31288,,,2021-05-19,8.0,ABSENT
4019778,54013,,,2021-05-19,3.0,CHARGE
4019778,54013,2021-05-19 6:20:00,2021-05-19 10:07:00,2021-05-19,3.8,WRK
4019778,54013,,,2021-05-19,1.0,BREAK
4019778,54013,2021-05-19 11:06:00,2021-05-19 14:20:00,2021-05-19,3.2,WRK
4024378,55050,,,2021-05-19,8.0,ABSENT
5001252,53410,,,2021-05-19,8.0,ABSENT
5009770,51100,2021-05-19 6:15:00,2021-05-19 11:02:00,2021-05-19,4.8,WRK
5009770,51100,,,2021-05-19,0.7,BREAK
5009770,51100,2021-05-19 11:45:00,2021-05-19 14:15:00,2021-05-19,2.5,WRK
5010831,55050,2021-05-19 6:07:00,2021-05-19 11:52:00,2021-05-19,5.8,WRK
5010831,55050,,,2021-05-19,0.8,BREAK
5010831,55050,2021-05-19 12:43:00,2021-05-19 14:07:00,2021-05-19,1.4,WRK
5010836,55050,2021-05-19 14:02:00,2021-05-19 16:37:00,2021-05-19,2.6,WRK
5010836,55050,,,2021-05-19,0.6,BREAK
5010836,55050,2021-05-19 17:15:00,2021-05-19 22:02:00,2021-05-19,4.8,WRK
5011015,55050,,,2021-05-19,1.0,CHARGE
5011015,55050,2021-05-19 14:02:00,2021-05-19 17:52:00,2021-05-19,3.8,WRK
5011015,55050,,,2021-05-19,0.7,BREAK
5011015,55050,2021-05-19 18:34:00,2021-05-19 22:02:00,2021-05-19,3.5,WRK
5011018,51100,,,2021-05-19,8.0,ABSENT
5011060,55050,,,2021-05-19,8.0,ABSENT
5011105,11151,,,2021-05-19,3.0,CHARGE
5011105,11151,2021-05-19 14:18:00,2021-05-19 19:56:00,2021-05-19,5.6,WRK
5011105,11151,,,2021-05-19,0.7,BREAK
5011105,11151,2021-05-19 20:39:00,2021-05-19 22:18:00,2021-05-19,1.6,WRK
5011110,31288,,,2021-05-19,5.0,ON_CALL
5011110,31288,2021-05-19 14:11:00,2021-05-19 17:11:00,2021-05-19,3.0,WRK
5011147,51120,,,2021-05-19,7.0,ON_CALL
5011147,51120,2021-05-19 6:14:00,2021-05-19 7:14:00,2021-05-19,1.0,WRK
5011499,31288,,,2021-05-19,1.0,CHARGE
5011499,31288,2021-05-19 6:06:00,2021-05-19 11:52:00,2021-05-19,5.8,WRK
5011499,31288,,,2021-05-19,0.6,BREAK
5011499,31288,2021-05-19 12:28:00,2021-05-19 14:06:00,2021-05-19,1.6,WRK
5011633,53410,,,2021-05-19,5.0,ON_CALL
5011633,53410,2021-05-19 14:17:00,2021-05-19 17:17:00,2021-05-19,3.0,WRK
5012159,51120,2021-05-19 6:00:00,2021-05-19 8:45:00,2021-05-19,2.8,WRK
5012159,51120,,,2021-05-19,0.5,BREAK
5012159,51120,2021-05-19 9:17:00,2021-05-19 14:00:00,2021-05-19,4.7,WRK
5012163,31288,,,2021-05-19,1.0,CHARGE
5012163,31288,2021-05-19 6:03:00,2021-05-19 11:39:00,2021-05-19,5.6,WRK
5012163,31288,,,2021-05-19,0.9,BREAK
5012163,31288,2021-05-19 12:34:00,2021-05-19 14:03:00,2021-05-19,1.5,WRK
5012165,31288,,,2021-05-19,8.0,ON_CALL
5012319,31288,2021-05-19 6:14:00,2021-05-19 11:45:00,2021-05-19,5.5,WRK
5012319,31288,,,2021-05-19,0.6,BREAK
5012319,31288,2021-05-19 12:21:00,2021-05-19 14:14:00,2021-05-19,1.9,WRK
5012329,18048,,,2021-05-19,8.0,ABSENT
5014147,11151,,,2021-05-19,5.0,ON_CALL
5014147,11151,2021-05-19 6:04:00,2021-05-19 9:04:00,2021-05-19,3.0,WRK
507800,51100,,,2021-05-19,7.0,ON_CALL
507800,51100,2021-05-19 14:20:00,2021-05-19 15:20:00,2021-05-19,1.0,WRK
1377208,53410,2021-05-20 14:00:00,2021-05-20 17:43:00,2021-05-20,3.7,WRK
1377208,53410,,,2021-05-20,0.8,BREAK
1377208,53410,2021-05-20 18:34:00,2021-05-20 22:00:00,2021-05-20,3.4,WRK
1672200,11151,,,2021-05-20,8.0,ABSENT
1977006,54013,,,2021-05-20,6.0,ON_CALL
1977006,54013,2021-05-20 6:09:00,2021-05-20 8:09:00,2021-05-20,2.0,WRK
3974506,31288,,,2021-05-20,5.0,ON_CALL
3974506,31288,2021-05-20 6:08:00,2021-05-20 9:08:00,2021-05-20,3.0,WRK
4019778,54013,,,2021-05-20,5.0,ON_CALL
4019778,54013,2021-05-20 6:20:00,2021-05-20 9:20:00,2021-05-20,3.0,WRK
4024378,55050,,,2021-05-20,5.0,ON_CALL
4024378,55050,2021-05-20 6:02:00,2021-05-20 9:02:00,2021-05-20,3.0,WRK
5001188,54013,,,2021-05-20,5.0,ON_CALL
5001188,54013,2021-05-20 14:10:00,2021-05-20 17:10:00,2021-05-20,3.0,WRK
5001252,53410,,,2021-05-20,8.0,ABSENT
5005963,51120,2021-05-20 14:02:00,2021-05-20 19:48:00,2021-05-20,5.8,WRK
5005963,51120,,,2021-05-20,0.8,BREAK
5005963,51120,2021-05-20 20:36:00,2021-05-20 22:02:00,2021-05-20,1.4,WRK
5010823,53410,,,2021-05-20,6.0,ON_CALL
5010823,53410,2021-05-20 6:13:00,2021-05-20 8:13:00,2021-05-20,2.0,WRK
5010831,55050,2021-05-20 14:00:00,2021-05-20 16:30:00,2021-05-20,2.5,WRK
5010831,55050,,,2021-05-20,0.9,BREAK
5010831,55050,2021-05-20 17:24:00,2021-05-20 22:00:00,2021-05-20,4.6,WRK
5010836,55050,2021-05-20 14:19:00,2021-05-20 20:00:00,2021-05-20,5.7,WRK
5010836,55050,,,2021-05-20,0.6,BREAK
5010836,55050,2021-05-20 20:37:00,2021-05-20 22:19:00,2021-05-20,1.7,WRK
